name	version	license	repository
simd-adler32	0.3.10	MIT	https://github.com/mcountryman/simd-adler32
slab	0.4.12	MIT	https://github.com/tokio-rs/slab
slop-air	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-algebra	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-alloc	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-baby-bear	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-basefold-prover	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-basefold	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-bn254	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-challenger	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-commit	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-dft	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-fri	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-futures	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-jagged	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-keccak-air	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-koala-bear	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-matrix	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-maybe-rayon	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-merkle-tree	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-multilinear	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-poseidon2	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-primitives	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-stacked	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-sumcheck	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-symmetric	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-tensor	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-uni-stark	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-utils	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
slop-whir	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
smallvec	1.15.2	MIT OR Apache-2.0	https://github.com/servo/rust-smallvec
snowbridge-amcl	1.0.2	Apache-2.0	https://github.com/Snowfork/incubator-milagro-crypto-rust.git
socket2	0.5.10	MIT OR Apache-2.0	https://github.com/rust-lang/socket2
socket2	0.6.5	MIT OR Apache-2.0	https://github.com/rust-lang/socket2
sp1-build	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-core-executor-runner-binary	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-core-executor-runner	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-core-executor	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-core-machine	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-curves	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-derive	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-hypercube	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-jit	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-lib	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-primitives	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-prover-types	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-prover	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-recursion-circuit	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-recursion-compiler	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-recursion-executor	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-recursion-gnark-ffi	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-recursion-machine	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-sdk	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
sp1-verifier	6.4.0	MIT OR Apache-2.0	https://github.com/succinctlabs/sp1
spin	0.9.9	MIT	https://github.com/mvdnes/spin-rs.git
spki	0.7.3	Apache-2.0 OR MIT	https://github.com/RustCrypto/formats/tree/master/spki
stable_deref_trait	1.2.1	MIT OR Apache-2.0	https://github.com/storyyeller/stable_deref_trait
static_assertions	1.1.0	MIT OR Apache-2.0	https://github.com/nvzqz/static-assertions-rs
strength_reduce	0.2.4	MIT OR Apache-2.0	http://github.com/ejmahler/strength_reduce
strsim	0.11.1	MIT	https://github.com/rapidfuzz/strsim-rs
struct-reflection-derive	0.1.0	MIT	https://github.com/tu-user/struct-reflection-rs
struct-reflection	0.1.0	MIT	https://github.com/tu-user/struct-reflection-rs
strum	0.27.2	MIT	https://github.com/Peternator7/strum
strum_macros	0.27.2	MIT	https://github.com/Peternator7/strum
subenum	1.2.0	MIT OR Apache-2.0	https://github.com/paholg/subenum
substrate-bn-succinct-rs	0.6.0	MIT OR Apache-2.0	https://github.com/paritytech/bn
subtle	2.6.1	BSD-3-Clause	https://github.com/dalek-cryptography/subtle
symlink	0.1.0	MIT/Apache-2.0	https://gitlab.com/chris-morgan/symlink
syn	1.0.109	MIT OR Apache-2.0	https://github.com/dtolnay/syn
syn	2.0.119	MIT OR Apache-2.0	https://github.com/dtolnay/syn
syn	3.0.4	MIT OR Apache-2.0	https://github.com/dtolnay/syn
sync_wrapper	1.0.2	Apache-2.0	https://github.com/Actyx/sync_wrapper
synstructure	0.13.2	MIT	https://github.com/mystor/synstructure
sysinfo	0.30.13	MIT	https://github.com/GuillaumeGomez/sysinfo
tap	1.0.1	MIT	https://github.com/myrrlyn/tap
tempfile	3.27.0	MIT OR Apache-2.0	https://github.com/Stebalien/tempfile
thiserror-impl	1.0.69	MIT OR Apache-2.0	https://github.com/dtolnay/thiserror
thiserror-impl	2.0.20	MIT OR Apache-2.0	https://github.com/dtolnay/thiserror
thiserror	1.0.69	MIT OR Apache-2.0	https://github.com/dtolnay/thiserror
thiserror	2.0.20	MIT OR Apache-2.0	https://github.com/dtolnay/thiserror
thousands	0.2.0	MIT/Apache-2.0	https://github.com/tov/thousands-rs
thread_local	1.1.10	MIT OR Apache-2.0	https://github.com/Amanieu/thread_local-rs
time-core	0.1.9	MIT OR Apache-2.0	https://github.com/time-rs/time
time-macros	0.2.32	MIT OR Apache-2.0	https://github.com/time-rs/time
time	0.3.55	MIT OR Apache-2.0	https://github.com/time-rs/time
tiny-keccak	2.0.2	CC0-1.0	
tinystr	0.8.4	Unicode-3.0	https://github.com/unicode-org/icu4x
tinyvec	1.12.0	Zlib OR Apache-2.0 OR MIT	https://github.com/Lokathor/tinyvec
tinyvec_macros	0.1.1	MIT OR Apache-2.0 OR Zlib	https://github.com/Soveu/tinyvec_macros
tokio-macros	2.7.2	MIT	https://github.com/tokio-rs/tokio
tokio-rustls	0.26.4	MIT OR Apache-2.0	https://github.com/rustls/tokio-rustls
tokio-stream	0.1.19	MIT	https://github.com/tokio-rs/tokio
tokio-util	0.7.19	MIT	https://github.com/tokio-rs/tokio
tokio	1.53.1	MIT	https://github.com/tokio-rs/tokio
toml_datetime	0.6.11	MIT OR Apache-2.0	https://github.com/toml-rs/toml
toml_datetime	1.1.1+spec-1.1.0	MIT OR Apache-2.0	https://github.com/toml-rs/toml
toml_edit	0.19.15	MIT OR Apache-2.0	https://github.com/toml-rs/toml
toml_edit	0.25.13+spec-1.1.0	MIT OR Apache-2.0	https://github.com/toml-rs/toml
toml_parser	1.1.3+spec-1.1.0	MIT OR Apache-2.0	https://github.com/toml-rs/toml
tonic-build	0.12.3	MIT	https://github.com/hyperium/tonic
tonic	0.12.3	MIT	https://github.com/hyperium/tonic
tower-http	0.6.11	MIT	https://github.com/tower-rs/tower-http
tower-layer	0.3.3	MIT	https://github.com/tower-rs/tower
tower-service	0.3.3	MIT	https://github.com/tower-rs/tower
tower	0.4.13	MIT	https://github.com/tower-rs/tower
tower	0.5.3	MIT	https://github.com/tower-rs/tower
tracing-appender	0.2.5	MIT	https://github.com/tokio-rs/tracing
tracing-attributes	0.1.31	MIT	https://github.com/tokio-rs/tracing
tracing-core	0.1.36	MIT	https://github.com/tokio-rs/tracing
tracing-forest	0.1.6	MIT	https://github.com/QnnOkabayashi/tracing-forest
tracing-log	0.2.0	MIT	https://github.com/tokio-rs/tracing
tracing-subscriber	0.3.23	MIT	https://github.com/tokio-rs/tracing
tracing	0.1.44	MIT	https://github.com/tokio-rs/tracing
transpose	0.2.3	MIT OR Apache-2.0	https://github.com/ejmahler/transpose
try-lock	0.2.5	MIT	https://github.com/seanmonstar/try-lock
twox-hash	2.1.3	MIT	https://github.com/shepmaster/twox-hash
typeid_prefix	1.2.1	MIT OR Apache-2.0	https://github.com/GovCraft/mti
typeid_suffix	1.3.0	MIT OR Apache-2.0	https://github.com/GovCraft/mti
typenum	1.20.1	MIT OR Apache-2.0	https://github.com/paholg/typenum
unicode-ident	1.0.24	(MIT OR Apache-2.0) AND Unicode-3.0	https://github.com/dtolnay/unicode-ident
unicode-width	0.2.2	MIT OR Apache-2.0	https://github.com/unicode-rs/unicode-width
unicode-xid	0.2.6	MIT OR Apache-2.0	https://github.com/unicode-rs/unicode-xid
untrusted	0.9.0	ISC	https://github.com/briansmith/untrusted
url	2.5.8	MIT OR Apache-2.0	https://github.com/servo/rust-url
utf8_iter	1.0.4	Apache-2.0 OR MIT	https://github.com/hsivonen/utf8_iter
utf8parse	0.2.2	Apache-2.0 OR MIT	https://github.com/alacritty/vte
uuid	1.25.0	Apache-2.0 OR MIT	https://github.com/uuid-rs/uuid
valuable	0.1.1	MIT	https://github.com/tokio-rs/valuable
vec_map	0.8.2	MIT/Apache-2.0	https://github.com/contain-rs/vec-map
version_check	0.9.5	MIT/Apache-2.0	https://github.com/SergioBenitez/version_check
want	0.3.1	MIT	https://github.com/seanmonstar/want
wasi	0.11.1+wasi-snapshot-preview1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	https://github.com/bytecodealliance/wasi
wasm-bindgen-futures	0.4.77	MIT OR Apache-2.0	https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/futures
wasm-bindgen-macro-support	0.2.127	MIT OR Apache-2.0	https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/macro-support
wasm-bindgen-macro	0.2.127	MIT OR Apache-2.0	https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/macro
wasm-bindgen-shared	0.2.127	MIT OR Apache-2.0	https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/shared
wasm-bindgen	0.2.127	MIT OR Apache-2.0	https://github.com/wasm-bindgen/wasm-bindgen
wasm-streams	0.4.2	MIT OR Apache-2.0	https://github.com/MattiasBuelens/wasm-streams/
web-sys	0.3.104	MIT OR Apache-2.0	https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/web-sys
web-time	1.1.0	MIT OR Apache-2.0	https://github.com/daxpedda/web-time
webpki-roots	1.0.9	CDLA-Permissive-2.0	https://github.com/rustls/webpki-roots
winapi-i686-pc-windows-gnu	0.4.0	MIT/Apache-2.0	https://github.com/retep998/winapi-rs
winapi-x86_64-pc-windows-gnu	0.4.0	MIT/Apache-2.0	https://github.com/retep998/winapi-rs
winapi	0.3.9	MIT/Apache-2.0	https://github.com/retep998/winapi-rs
windows-core	0.52.0	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows-core	0.62.2	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows-implement	0.60.2	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows-interface	0.59.3	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows-link	0.2.1	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows-result	0.4.1	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows-strings	0.5.1	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows-sys	0.48.0	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows-sys	0.52.0	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows-sys	0.59.0	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows-sys	0.61.2	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows-targets	0.48.5	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows-targets	0.52.6	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows	0.52.0	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_aarch64_gnullvm	0.48.5	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_aarch64_gnullvm	0.52.6	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_aarch64_msvc	0.48.5	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_aarch64_msvc	0.52.6	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_i686_gnu	0.48.5	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_i686_gnu	0.52.6	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_i686_gnullvm	0.52.6	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_i686_msvc	0.48.5	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_i686_msvc	0.52.6	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_x86_64_gnu	0.48.5	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_x86_64_gnu	0.52.6	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_x86_64_gnullvm	0.48.5	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_x86_64_gnullvm	0.52.6	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_x86_64_msvc	0.48.5	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
windows_x86_64_msvc	0.52.6	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs
winnow	0.5.40	MIT	https://github.com/winnow-rs/winnow
winnow	1.0.4	MIT	https://github.com/winnow-rs/winnow
writeable	0.6.4	Unicode-3.0	https://github.com/unicode-org/icu4x
wyz	0.5.1	MIT	https://github.com/myrrlyn/wyz
yoke-derive	0.8.2	Unicode-3.0	https://github.com/unicode-org/icu4x
yoke	0.8.3	Unicode-3.0	https://github.com/unicode-org/icu4x
zerocopy-derive	0.8.56	BSD-2-Clause OR Apache-2.0 OR MIT	https://github.com/google/zerocopy
zerocopy	0.8.56	BSD-2-Clause OR Apache-2.0 OR MIT	https://github.com/google/zerocopy
zerofrom-derive	0.1.7	Unicode-3.0	https://github.com/unicode-org/icu4x
zerofrom	0.1.8	Unicode-3.0	https://github.com/unicode-org/icu4x
zeroize	1.9.0	Apache-2.0 OR MIT	https://github.com/RustCrypto/utils
zerotrie	0.2.5	Unicode-3.0	https://github.com/unicode-org/icu4x
zerovec-derive	0.11.6	Unicode-3.0	https://github.com/unicode-org/icu4x
zerovec	0.11.8	Unicode-3.0	https://github.com/unicode-org/icu4x
zmij	1.0.23	MIT	https://github.com/dtolnay/zmij
